2025-12-03T21:05:37.000Z,4b1814,SWR24C,Switzerland,50.7109,1.0281,7018.02,7147.56,179.38,313.72,-10.08,false
2025-12-03T21:05:37.000Z,4b1817,SWR7MV,Switzerland,44.8055,14.1928,11224.26,11269.98,219.66,128.53,0,false
2025-12-03T21:05:37.000Z,4b1819,SWR736,Switzerland,52.5276,4.5484,815.34,807.72,119.84,80.86,-4.23,false
2025-12-03T21:05:36.000Z,39de4c,TVF44VH,France,48.784,2.7553,1470.66,1470.66,115.28,295.65,-3.58,false
2025-12-03T21:05:37.000Z,407a38,NPT905,United Kingdom,52.6854,-1.0088,1714.5,1783.08,137.4,1.5,-5.2,false
2025-12-03T21:05:37.000Z,39de51,TVF40EA,France,46.1575,1.2102,10835.64,10942.32,204.34,355.52,-4.55,false
2025-12-03T21:05:37.000Z,4b1801,SWR3ME,Switzerland,46.9048,12.406,8755.38,8755.38,222.73,115.74,-7.15,false
2025-12-03T21:03:34.000Z,4952cb,TAP67NP,Portugal,52.3035,4.7406,,,9.26,160.31,,true
2025-12-03T21:05:37.000Z,4952cc,TAP57LK,Portugal,48.8595,8.6286,8221.98,8260.08,242.44,1.95,-9.75,false
2025-12-03T21:05:37.000Z,4952cd,TAP43RY,Portugal,40.5865,-7.7533,11102.34,11010.9,203.33,215.94,-9.1,false
2025-12-03T21:05:37.000Z,4952cf,TAP1366,Portugal,44.3218,-4.0863,10866.12,10957.56,208.74,16.02,-0.33,false
2025-12-03T21:05:36.000Z,4952d0,TAP56UG,Portugal,48.738,2.4596,419.1,381,60.91,254.32,-2.93,false
2025-12-03T21:05:37.000Z,4b181a,SWR3QA,Switzerland,44.6106,5.6373,11757.66,11894.82,223.53,198.1,0,false
2025-12-03T21:05:37.000Z,4b181c,SWR1KV,Switzerland,53.1244,12.4511,11399.52,11574.78,236.07,25.84,0,false
2025-12-03T21:05:37.000Z,4952c9,TAP57W,Portugal,39.1522,-8.8298,2918.46,2766.06,149.83,124.51,-5.53,false
2025-12-03T21:05:37.000Z,4952c1,TAP39PT,Portugal,40.123,-3.7593,11932.92,11894.82,188.33,254.64,0.33,false
2025-12-03T21:05:37.000Z,4952c3,TAP58Y,Portugal,51.4411,-0.0761,1440.18,1478.28,111.86,353.4,-7.15,false
2025-12-03T21:05:37.000Z,4952c6,TAP944,Portugal,43.1322,-0.1631,11544.3,11590.02,223.05,57.34,0,false
2025-12-03T21:05:37.000Z,4952c8,TAP75LC,Portugal,49.1374,1.3885,11399.52,11590.02,226.78,35.02,-0.33,false
2025-12-03T21:05:37.000Z,4b180c,SWR44X,Switzerland,51.3813,9.9694,11993.88,12192,242.59,19.32,0,false
2025-12-03T21:05:37.000Z,39de47,TVF48ZX,France,47.9251,1.3172,6804.66,6888.48,173.1,19.08,-9.1,false
2025-12-03T21:05:37.000Z,a48850,UPS291,United States,60.0902,23.9242,6507.48,10972.8,202.25,242.59,16.26,false
2025-12-03T21:05:37.000Z,39de44,TVF78YY,France,48.5724,2.3746,3139.44,3169.92,153.9,67.81,-2.28,false
2025-12-03T21:05:34.000Z,80166c,AIC2030,India,50.0355,8.5434,,,0.51,157.5,,true
2025-12-03T21:05:37.000Z,511189,MBU6147,Estonia,38.9703,22.9966,11681.46,11582.4,230.16,326.95,-0.33,false
2025-12-03T21:05:37.000Z,408166,LJC9,United Kingdom,47.0107,-2.3969,12923.52,13106.4,207.72,9.7,0,false
2025-12-03T21:05:37.000Z,3c664e,DLH72M,Germany,46.7949,-1.4589,10561.32,10660.38,216.39,228.08,0,false
2025-12-03T21:05:29.000Z,3c664d,DLH3VK,Germany,50.0359,8.5373,,,0,160.31,,true
2025-12-03T21:04:57.000Z,3c6678,DLH2XY,Germany,50.0478,8.5667,,,0.9,202.5,,true
2025-12-03T21:05:37.000Z,3c6677,DLH892,Germany,55.6111,16.9357,10637.52,10668,231.36,45.18,0,false
2025-12-03T21:05:37.000Z,3c6670,DLH01P,Germany,47.5461,8.5724,10828.02,10972.8,209.59,243.31,0.33,false
2025-12-03T21:05:38.000Z,3c6676,DLH34U,Germany,47.7882,7.6553,11102.34,11277.6,208.59,197.36,0,false
2025-12-03T21:05:37.000Z,3442cb,ANE37YV,Spain,36.8253,-2.4461,373.38,259.08,58.74,72.68,-2.28,false
2025-12-03T21:05:37.000Z,3c667a,DLH5YR,Germany,52.0057,12.7219,3101.34,3108.96,175.28,40,-5.53,false
2025-12-03T21:01:23.000Z,471efd,WZZ82,Hungary,47.4359,19.2584,,,0,312.19,,true
2025-12-03T21:05:37.000Z,40812e,EZY98PA,United Kingdom,42.5338,-9.0806,11559.54,11567.16,212.15,18.96,0.33,false
2025-12-03T21:05:37.000Z,3c666f,DLH66K,Germany,46.4609,6.0149,10507.98,10660.38,213.19,225.78,0.33,false
2025-12-03T21:05:37.000Z,408134,BAW14GM,United Kingdom,51.3511,-0.0549,2560.32,2613.66,118.05,263.49,-1.95,false
2025-12-03T21:02:34.000Z,4acb44,SAS688,Sweden,55.6269,12.67,91.44,38.1,65.24,221.48,-3.58,false
2025-12-03T21:05:37.000Z,3c65c3,DLH3TX,Germany,50.5528,8.7764,5547.36,5570.22,210.93,20.11,12.35,false
2025-12-03T21:05:37.000Z,3c65c1,DLH1560,Germany,47.6042,18.753,11231.88,11285.22,241.89,115.04,0,false
2025-12-03T21:05:37.000Z,4acb59,SAS1475,Sweden,56.0613,12.5248,2659.38,2682.24,142.01,184.99,-8.13,false
2025-12-03T21:02:02.000Z,3c5ee5,EWG4AJ,Germany,53.6315,10.001,,,3.34,137.81,,true
2025-12-03T21:05:37.000Z,4bc8cf,PGT450Z,Turkey,45.8723,22.6018,10393.68,10355.58,214.42,317.24,0,false
2025-12-03T21:03:43.000Z,3c65d4,DLH2LR,Germany,42.6962,23.4216,,,29.84,92.81,,true
